[rosmaster.main][INFO] 2025-04-19 02:54:37,539: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2025-04-19 02:54:37,539: Starting ROS Master Node
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/map_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/odom_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/odom_frame_id_init] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/publish_tf] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/initial_pose] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/gen_scan] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/loc_thr] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/ground_truth_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/ground_truth_base_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/odom_tf_angular_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/odom_tf_linear_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/odom_sensor_sync] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/wait_for_transform_duration] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/database_path] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/approx_sync] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/config_path] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/topic_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/sync_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/scan_cloud_max_points] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/landmark_linear_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/landmark_angular_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/gen_depth] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/gen_depth_decimation] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,618: +PARAM [/rtabmap/rtabmap/gen_depth_fill_holes_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap/gen_depth_fill_iterations] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap/gen_depth_fill_holes_error] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap/Mem/IncrementalMemory] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap/Mem/InitWMWithAllNodes] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_depth] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_rgb] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_rgbd] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_stereo] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_scan] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_scan_cloud] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_scan_descriptor] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/subscribe_odom_info] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/odom_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/wait_for_transform_duration] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/topic_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/sync_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,619: +PARAM [/rtabmap/rtabmap_viz/approx_sync] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:54:37,623: +SERVICE [/rosout/get_loggers] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41765/
[rosmaster.master][INFO] 2025-04-19 02:54:37,623: +SERVICE [/rosout/set_logger_level] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41765/
[rosmaster.master][INFO] 2025-04-19 02:54:37,624: +PUB [/rosout_agg] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41765/
[rosmaster.master][INFO] 2025-04-19 02:54:37,624: +SUB [/rosout] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41765/
[rosmaster.master][INFO] 2025-04-19 02:54:37,851: +PUB [/rosout] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,851: +SERVICE [/rtabmap/rgbd_odometry/get_loggers] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,852: +SERVICE [/rtabmap/rgbd_odometry/set_logger_level] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,853: +CACHEDPARAM [/rosout_disable_topics_generation] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:37,854: +SERVICE [/rtabmap/rgbd_odometry/load_nodelet] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,854: +SERVICE [/rtabmap/rgbd_odometry/unload_nodelet] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,854: +SERVICE [/rtabmap/rgbd_odometry/list] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,857: +PUB [/rosout] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,858: +SERVICE [/rtabmap/rtabmap/get_loggers] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,858: +SERVICE [/rtabmap/rtabmap/set_logger_level] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,859: +CACHEDPARAM [/rosout_disable_topics_generation] by /rtabmap/rtabmap
[rosmaster.master][INFO] 2025-04-19 02:54:37,860: +SERVICE [/rtabmap/rtabmap/load_nodelet] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,860: +SERVICE [/rtabmap/rtabmap/unload_nodelet] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,861: +SERVICE [/rtabmap/rtabmap/list] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,911: +PUB [/tf] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,912: +SUB [/tf] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,913: +SUB [/tf_static] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,913: +PUB [/rtabmap/odom] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,914: +PUB [/rtabmap/odom_info] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,914: +PUB [/rtabmap/odom_info_lite] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,914: +PUB [/rtabmap/odom_local_map] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,914: +PUB [/rtabmap/odom_local_scan_map] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,914: +PUB [/rtabmap/odom_last_frame] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,915: +PUB [/rtabmap/odom_rgbd_image] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,915: +PUB [/rtabmap/odom_sensor_data/raw] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,915: +PUB [/rtabmap/odom_sensor_data/features] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,915: +PUB [/rtabmap/odom_sensor_data/compressed] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:36805/
[rosmaster.master][INFO] 2025-04-19 02:54:37,930: +PUB [/tf] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,931: +SUB [/tf] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,933: +SUB [/tf_static] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,938: +PUB [/rtabmap/grid_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,938: +PUB [/rtabmap/grid_prob_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,939: +PUB [/rtabmap/cloud_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,939: +PUB [/rtabmap/cloud_obstacles] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,939: +PUB [/rtabmap/cloud_ground] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,940: +PUB [/rtabmap/proj_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,940: +PUB [/rtabmap/scan_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,940: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41765/ ['http://kaust-ROG-Strix-G713RC-G713RC:36805/']
[rosmaster.master][INFO] 2025-04-19 02:54:37,940: publisherUpdate[/tf] -> http://kaust-ROG-Strix-G713RC-G713RC:36805/ ['http://kaust-ROG-Strix-G713RC-G713RC:36805/', 'http://kaust-ROG-Strix-G713RC-G713RC:38357/']
[rosmaster.master][INFO] 2025-04-19 02:54:37,941: +PUB [/rtabmap/octomap_binary] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,942: +PUB [/rtabmap/octomap_full] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,942: +PUB [/rtabmap/octomap_occupied_space] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,943: +PUB [/rtabmap/octomap_global_frontier_space] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,943: +PUB [/rtabmap/octomap_obstacles] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,944: +PUB [/rtabmap/octomap_ground] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,945: +PUB [/rtabmap/octomap_empty_space] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,945: +PUB [/rtabmap/octomap_grid] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,962: +PUB [/rtabmap/info] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,962: +PUB [/rtabmap/mapData] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,963: +PUB [/rtabmap/mapGraph] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,963: +PUB [/rtabmap/mapOdomCache] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,963: +PUB [/rtabmap/landmarks] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,964: +PUB [/rtabmap/labels] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,964: +PUB [/rtabmap/mapPath] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,965: +PUB [/rtabmap/local_grid_obstacle] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,965: +PUB [/rtabmap/local_grid_empty] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,966: +PUB [/rtabmap/local_grid_ground] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,966: +PUB [/rtabmap/localization_pose] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,968: +SUB [/rtabmap/initialpose] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,970: +SUB [/rtabmap/goal] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,970: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41765/ ['http://kaust-ROG-Strix-G713RC-G713RC:36805/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2025-04-19 02:54:37,971: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41765/ ['http://kaust-ROG-Strix-G713RC-G713RC:36805/', 'http://kaust-ROG-Strix-G713RC-G713RC:38357/']
[rosmaster.master][INFO] 2025-04-19 02:54:37,971: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41765/ ['http://kaust-ROG-Strix-G713RC-G713RC:36805/', 'http://kaust-ROG-Strix-G713RC-G713RC:38357/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2025-04-19 02:54:37,973: +SUB [/rtabmap/goal_node] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,973: +PUB [/rtabmap/goal_out] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,974: +PUB [/rtabmap/goal_reached] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,974: +PUB [/rtabmap/global_path] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,975: +PUB [/rtabmap/local_path] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,975: +PUB [/rtabmap/global_path_nodes] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:37,976: +PUB [/rtabmap/local_path_nodes] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:38357/
[rosmaster.master][INFO] 2025-04-19 02:54:38,005: publisherUpdate[/tf] -> http://kaust-ROG-Strix-G713RC-G713RC:36805/ ['http://kaust-ROG-Strix-G713RC-G713RC:36805/', 'http://kaust-ROG-Strix-G713RC-G713RC:38357/']: sec=0.06, result=[1, '', 0]
[rosmaster.master][INFO] 2025-04-19 02:54:38,254: +PARAM [/rtabmap/rgbd_odometry/BRIEF/Bytes] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,254: +PARAM [/rtabmap/rgbd_odometry/BRISK/Octaves] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,255: +PARAM [/rtabmap/rgbd_odometry/BRISK/PatternScale] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,255: +PARAM [/rtabmap/rgbd_odometry/BRISK/Thresh] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,255: +PARAM [/rtabmap/rgbd_odometry/FAST/CV] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,255: +PARAM [/rtabmap/rgbd_odometry/FAST/Gpu] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,256: +PARAM [/rtabmap/rgbd_odometry/FAST/GpuKeypointsRatio] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,256: +PARAM [/rtabmap/rgbd_odometry/FAST/GridCols] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,256: +PARAM [/rtabmap/rgbd_odometry/FAST/GridRows] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,257: +PARAM [/rtabmap/rgbd_odometry/FAST/MaxThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,257: +PARAM [/rtabmap/rgbd_odometry/FAST/MinThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,257: +PARAM [/rtabmap/rgbd_odometry/FAST/NonmaxSuppression] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,258: +PARAM [/rtabmap/rgbd_odometry/FAST/Threshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,258: +PARAM [/rtabmap/rgbd_odometry/FREAK/NOctaves] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,259: +PARAM [/rtabmap/rgbd_odometry/FREAK/OrientationNormalized] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,259: +PARAM [/rtabmap/rgbd_odometry/FREAK/PatternScale] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,260: +PARAM [/rtabmap/rgbd_odometry/FREAK/ScaleNormalized] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,260: +PARAM [/rtabmap/rgbd_odometry/GFTT/BlockSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,260: +PARAM [/rtabmap/rgbd_odometry/GFTT/Gpu] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,260: +PARAM [/rtabmap/rgbd_odometry/GFTT/K] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,261: +PARAM [/rtabmap/rgbd_odometry/GFTT/MinDistance] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:54:38,261: +PARAM [/rtabmap/rgbd_odometry/GFTT/QualityLevel] by /rtabmap/rgbd_odometry
