[rosmaster.main][INFO] 2025-04-19 02:58:19,070: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2025-04-19 02:58:19,071: Starting ROS Master Node
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_rgb] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_rgbd] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_stereo] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_scan] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_scan_cloud] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_scan_descriptor] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_user_data] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/subscribe_odom_info] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/map_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/odom_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/odom_frame_id_init] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/publish_tf] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/initial_pose] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/gen_scan] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/loc_thr] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/ground_truth_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/ground_truth_base_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/odom_tf_angular_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/odom_tf_linear_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,158: +PARAM [/rtabmap/rtabmap/odom_sensor_sync] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/wait_for_transform_duration] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/database_path] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/approx_sync] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/config_path] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/topic_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/sync_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/scan_cloud_max_points] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/landmark_linear_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/landmark_angular_variance] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/gen_depth] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/gen_depth_decimation] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/gen_depth_fill_holes_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/gen_depth_fill_iterations] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/gen_depth_fill_holes_error] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/Mem/IncrementalMemory] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap/Mem/InitWMWithAllNodes] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_depth] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_rgb] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_rgbd] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_stereo] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_scan] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_scan_cloud] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_scan_descriptor] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/subscribe_odom_info] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/odom_frame_id] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/wait_for_transform_duration] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/topic_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/sync_queue_size] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,159: +PARAM [/rtabmap/rtabmap_viz/approx_sync] by /roslaunch
[rosmaster.master][INFO] 2025-04-19 02:58:19,161: +SERVICE [/rosout/get_loggers] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41001/
[rosmaster.master][INFO] 2025-04-19 02:58:19,162: +SERVICE [/rosout/set_logger_level] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41001/
[rosmaster.master][INFO] 2025-04-19 02:58:19,162: +PUB [/rosout_agg] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41001/
[rosmaster.master][INFO] 2025-04-19 02:58:19,163: +SUB [/rosout] /rosout http://kaust-ROG-Strix-G713RC-G713RC:41001/
[rosmaster.master][INFO] 2025-04-19 02:58:19,390: +PUB [/rosout] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,391: +SERVICE [/rtabmap/rgbd_odometry/get_loggers] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,391: +SERVICE [/rtabmap/rgbd_odometry/set_logger_level] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,393: +CACHEDPARAM [/rosout_disable_topics_generation] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,393: +PUB [/rosout] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,393: +SERVICE [/rtabmap/rgbd_odometry/load_nodelet] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,394: +SERVICE [/rtabmap/rtabmap/get_loggers] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,394: +SERVICE [/rtabmap/rgbd_odometry/unload_nodelet] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,394: +SERVICE [/rtabmap/rtabmap/set_logger_level] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,394: +SERVICE [/rtabmap/rgbd_odometry/list] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,396: +CACHEDPARAM [/rosout_disable_topics_generation] by /rtabmap/rtabmap
[rosmaster.master][INFO] 2025-04-19 02:58:19,396: +SERVICE [/rtabmap/rtabmap/load_nodelet] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,396: +SERVICE [/rtabmap/rtabmap/unload_nodelet] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,396: +SERVICE [/rtabmap/rtabmap/list] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,445: +PUB [/tf] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,447: +SUB [/tf] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,448: +SUB [/tf_static] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,449: +PUB [/rtabmap/odom] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,449: +PUB [/rtabmap/odom_info] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,449: +PUB [/rtabmap/odom_info_lite] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,449: +PUB [/rtabmap/odom_local_map] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,450: +PUB [/rtabmap/odom_local_scan_map] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,450: +PUB [/rtabmap/odom_last_frame] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,450: +PUB [/rtabmap/odom_rgbd_image] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,450: +PUB [/rtabmap/odom_sensor_data/raw] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,451: +PUB [/rtabmap/odom_sensor_data/features] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,451: +PUB [/rtabmap/odom_sensor_data/compressed] /rtabmap/rgbd_odometry http://kaust-ROG-Strix-G713RC-G713RC:38909/
[rosmaster.master][INFO] 2025-04-19 02:58:19,457: +PUB [/tf] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,458: +SUB [/tf] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,462: +SUB [/tf_static] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,466: +PUB [/rtabmap/grid_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,466: +PUB [/rtabmap/grid_prob_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,467: +PUB [/rtabmap/cloud_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,467: +PUB [/rtabmap/cloud_obstacles] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,468: +PUB [/rtabmap/cloud_ground] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,468: +PUB [/rtabmap/proj_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,469: +PUB [/rtabmap/scan_map] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,469: +PUB [/rtabmap/octomap_binary] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,470: +PUB [/rtabmap/octomap_full] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,470: +PUB [/rtabmap/octomap_occupied_space] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,470: +PUB [/rtabmap/octomap_global_frontier_space] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,471: +PUB [/rtabmap/octomap_obstacles] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,471: +PUB [/rtabmap/octomap_ground] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,471: +PUB [/rtabmap/octomap_empty_space] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,472: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41001/ ['http://kaust-ROG-Strix-G713RC-G713RC:38909/']
[rosmaster.master][INFO] 2025-04-19 02:58:19,472: publisherUpdate[/tf] -> http://kaust-ROG-Strix-G713RC-G713RC:38909/ ['http://kaust-ROG-Strix-G713RC-G713RC:38909/', 'http://kaust-ROG-Strix-G713RC-G713RC:34653/']
[rosmaster.master][INFO] 2025-04-19 02:58:19,472: +PUB [/rtabmap/octomap_grid] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,493: +PUB [/rtabmap/info] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,493: +PUB [/rtabmap/mapData] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,494: +PUB [/rtabmap/mapGraph] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,494: +PUB [/rtabmap/mapOdomCache] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,495: +PUB [/rtabmap/landmarks] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,495: +PUB [/rtabmap/labels] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,495: +PUB [/rtabmap/mapPath] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,496: +PUB [/rtabmap/local_grid_obstacle] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,496: +PUB [/rtabmap/local_grid_empty] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,496: +PUB [/rtabmap/local_grid_ground] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,497: +PUB [/rtabmap/localization_pose] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,498: +SUB [/rtabmap/initialpose] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,500: +SUB [/rtabmap/goal] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,502: +SUB [/rtabmap/goal_node] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,502: +PUB [/rtabmap/goal_out] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,503: +PUB [/rtabmap/goal_reached] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,503: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41001/ ['http://kaust-ROG-Strix-G713RC-G713RC:38909/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2025-04-19 02:58:19,503: +PUB [/rtabmap/global_path] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,504: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41001/ ['http://kaust-ROG-Strix-G713RC-G713RC:38909/', 'http://kaust-ROG-Strix-G713RC-G713RC:34653/']
[rosmaster.master][INFO] 2025-04-19 02:58:19,504: +PUB [/rtabmap/local_path] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,504: publisherUpdate[/rosout] -> http://kaust-ROG-Strix-G713RC-G713RC:41001/ ['http://kaust-ROG-Strix-G713RC-G713RC:38909/', 'http://kaust-ROG-Strix-G713RC-G713RC:34653/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2025-04-19 02:58:19,505: +PUB [/rtabmap/global_path_nodes] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,505: +PUB [/rtabmap/local_path_nodes] /rtabmap/rtabmap http://kaust-ROG-Strix-G713RC-G713RC:34653/
[rosmaster.master][INFO] 2025-04-19 02:58:19,537: publisherUpdate[/tf] -> http://kaust-ROG-Strix-G713RC-G713RC:38909/ ['http://kaust-ROG-Strix-G713RC-G713RC:38909/', 'http://kaust-ROG-Strix-G713RC-G713RC:34653/']: sec=0.06, result=[1, '', 0]
[rosmaster.master][INFO] 2025-04-19 02:58:19,784: +PARAM [/rtabmap/rgbd_odometry/BRIEF/Bytes] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,784: +PARAM [/rtabmap/rgbd_odometry/BRISK/Octaves] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,784: +PARAM [/rtabmap/rgbd_odometry/BRISK/PatternScale] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,785: +PARAM [/rtabmap/rgbd_odometry/BRISK/Thresh] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,785: +PARAM [/rtabmap/rgbd_odometry/FAST/CV] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,785: +PARAM [/rtabmap/rgbd_odometry/FAST/Gpu] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,786: +PARAM [/rtabmap/rgbd_odometry/FAST/GpuKeypointsRatio] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,786: +PARAM [/rtabmap/rgbd_odometry/FAST/GridCols] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,786: +PARAM [/rtabmap/rgbd_odometry/FAST/GridRows] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,786: +PARAM [/rtabmap/rgbd_odometry/FAST/MaxThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,787: +PARAM [/rtabmap/rgbd_odometry/FAST/MinThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,787: +PARAM [/rtabmap/rgbd_odometry/FAST/NonmaxSuppression] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,787: +PARAM [/rtabmap/rgbd_odometry/FAST/Threshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,787: +PARAM [/rtabmap/rgbd_odometry/FREAK/NOctaves] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,788: +PARAM [/rtabmap/rgbd_odometry/FREAK/OrientationNormalized] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,788: +PARAM [/rtabmap/rgbd_odometry/FREAK/PatternScale] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,789: +PARAM [/rtabmap/rgbd_odometry/FREAK/ScaleNormalized] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,789: +PARAM [/rtabmap/rgbd_odometry/GFTT/BlockSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,789: +PARAM [/rtabmap/rgbd_odometry/GFTT/Gpu] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,790: +PARAM [/rtabmap/rgbd_odometry/GFTT/K] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,790: +PARAM [/rtabmap/rgbd_odometry/GFTT/MinDistance] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2025-04-19 02:58:19,790: +PARAM [/rtabmap/rgbd_odometry/GFTT/QualityLevel] by /rtabmap/rgbd_odometry
